TIENDA_ID,dist_comp_directa,num_comp_directa,dist_comp_indirecta,num_comp_indirecta,VENTA_TOTAL,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,META_VENTA,RATIO_CUMPLIMIENTO
125,226.739480080652,6,426.64032265873095,2,1548905.534736842,1.0,BC,Hogar,141.9,10.0,25.69017,-100.25164,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,3.1610317035445754
279,585.1321221884849,3,884.1083494692568,1,1107388.8325,1.0,C,Hogar,104.2,13.0,25.67484,-100.24412,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.2599772091836736
127,5.87593568950941,4,2000.0,0,905773.3995,1.0,BC,Hogar,132.0,12.0,25.66474,-100.20913,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,1.8485171418367348
706,660.9608042933281,2,2000.0,0,872396.1131578948,1.0,C,Hogar,120.87,13.0,25.73785,-100.20217,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.7804002309344793
129,3.4939525386960835,6,697.6755892745489,1,863323.4720000001,1.0,BC,Base,83.99,13.0,25.6808,-100.24372,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.7985905666666668
268,218.03347917929827,1,997.359203595528,1,1376895.043,1.0,C,Base,121.2,13.0,25.69481,-100.23052,Clásico,UT_GAS_URBANA,TRAIN,480000.0,2.8685313395833334
131,3.043268067368015,2,2000.0,0,884194.442,1.0,BC,Hogar,99.65,12.0,25.64911,-100.26649,Clásico,UT_DENSIDAD,TRAIN,490000.0,1.8044784530612248
716,368.4775642942093,2,540.7691114460389,3,1187681.9357894738,1.0,C,Hogar,121.21,13.0,25.7105,-100.21547,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.4238406852846404
722,512.8098867027444,4,639.519785899831,1,1190965.156,1.0,C,Base,118.3,13.0,25.69569,-100.24609,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,2.481177408333333
726,1353.373813150947,0,1045.74805154608,0,1040252.6331578948,1.0,C,Hogar,113.96,13.0,25.72278,-100.15421,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1229645574650915
135,11.100862651626674,5,566.2730373183573,3,1813454.2511111111,1.0,BC,Hogar,124.5,12.0,25.69272,-100.25433,Clásico,UT_DENSIDAD,TRAIN,490000.0,3.7009270430839
663,967.0836276870806,1,2000.0,0,453157.283,1.0,C,Base,115.76,13.0,25.71882,-100.16863,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,0.9440776729166668
639,707.4365399303339,2,491.8412476981231,2,1133958.6405000002,1.0,C,Hogar,113.85,13.0,25.71143,-100.15224,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.314201307142857
642,291.884214416256,3,986.9362760157524,1,606114.3275,1.0,C,Receso,88.39,13.0,25.70438,-100.22197,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000.0,1.1746401695736437
299,3.5171438670214026,5,640.1396102429031,1,906925.4255,1.0,C,Hogar,94.0,10.0,25.68426,-100.21374,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.8508682153061224
298,292.8256487309204,5,911.9528471802572,1,912394.269,1.0,C,Peatonal,103.3,13.0,25.67933,-100.24593,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,420000.0,2.172367307142857
644,185.3377543550925,5,2000.0,0,620754.6965,1.0,C,Base,105.69,13.0,25.7036,-100.15854,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,480000.0,1.2932389510416666
296,1.572396877705745,2,843.5252657370279,2,1319320.9065,1.0,C,Hogar,86.0,13.0,25.66105,-100.25257,Clásico,UT_GAS_URBANA,TRAIN,490000.0,2.692491645918368
652,334.6351308342458,1,707.8330271034334,2,779599.5395000001,1.0,C,Base,113.23,14.0,25.65635,-100.26234,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.6241657072916669
653,937.6841862304134,1,1195.689152656295,0,738887.0936842104,1.0,C,Hogar,112.09,13.0,25.69885,-100.12075,Clásico,UT_DENSIDAD,TRAIN,490000.0,1.5079328442534907
292,3.175782155181253,3,177.1880939855373,4,1418741.014,1.0,C,Hogar,114.0,13.0,25.72188,-100.20232,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.895389824489796
291,7.588826764701252,4,925.5955217064916,2,1345621.52,1.0,C,Hogar,108.91,13.0,25.68419,-100.24388,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.7461663673469388
731,432.95919851896895,2,2000.0,0,804187.0176190477,1.0,C,Base,117.97,15.0,25.67493,-100.20706,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,1.6753896200396827
289,664.3832890492201,5,867.7821635522098,1,743734.0716666667,1.0,C,Hogar,114.04,13.0,25.70314,-100.23122,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,1.5178246360544216
288,674.9345176767143,2,2000.0,0,848249.1630000001,1.0,D,Base,104.0,13.0,25.67442,-100.20493,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.7671857562500002
667,1115.95363322732,0,271.4800683050087,1,980900.478095238,1.0,C,Hogar,122.19,13.0,25.73719,-100.15527,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.001837710398445
668,4.2799968672687685,10,502.0318713103515,3,1035202.9321052632,1.0,C,Hogar,93.08,13.0,25.72812,-100.18563,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1126590451127822
285,6.600349373015963,3,2000.0,0,2133384.2475,1.0,A,Hogar,130.46,13.0,25.64192,-100.26826,Clásico,UT_DENSIDAD,TRAIN,490000.0,4.353845403061225
671,249.57356883534155,2,2000.0,0,1101118.2995,1.0,C,Base,114.21,13.0,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,2.2939964572916667
674,513.1405712949884,6,966.0843354599144,1,1006070.8445,1.0,C,Hogar,114.34,13.0,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.0532058051020408
281,178.39377405257596,5,1021.7710592475814,0,1805416.1031578947,1.0,BC,Hogar,121.54,13.0,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.684522659505908
677,743.1200417320948,3,367.8247632941431,3,557412.3552941177,1.0,C,Hogar,110.81,13.0,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,TRAIN,490000.0,1.1375762352941177
834,78.92005272576395,2,2000.0,0,612529.7508333334,1.0,C,Hogar,101.33,13.0,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.2500607159863946
792,382.1507699608225,4,2000.0,0,694875.571904762,1.0,C,Peatonal,87.25,11.0,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,420000.0,1.6544656473922903
164,517.4507074269651,3,1257.0844651022542,0,1066581.0244999998,1.0,CD,Base,18.72,12.0,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,2.222043801041666
231,8.006776632704566,2,959.3644061727124,1,1137615.0005555556,1.0,CD,Hogar,116.5,13.0,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.3216632664399093
823,533.9265689048007,4,494.1972073025392,1,742605.4326666667,1.0,C,Hogar,108.66,12.0,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5155212911564626
824,72.81964897863251,6,2000.0,0,548867.875,1.0,C,Hogar,97.92,11.0,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.1201385204081633
182,64.26685750067068,4,779.3395822595152,1,1574997.8879999998,1.0,BC,Hogar,111.9,13.0,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.2142814040816323
223,225.0324993687168,2,938.304147873812,1,1381838.042,1.0,BC,Hogar,128.96,12.0,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.820077636734694
828,461.611128198488,5,478.5165400143533,1,528960.079,1.0,C,Hogar,80.21420000000002,11.0,25.6678,-100.2209,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.0795103653061224
832,296.2885942169072,3,861.5900570658534,1,495920.763,1.0,C,Hogar,66.04,11.0,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.0120831897959184
245,1.785393386349636,9,549.7917051516071,1,932594.99,1.0,D,Hogar,116.0,10.0,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.903255081632653
188,3.890431624864214,5,431.9205364494684,1,788406.2495,1.0,BC,Receso,95.3,13.0,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,TRAIN,516000.0,1.5279190881782947
191,327.3096845854555,4,337.2658848678188,1,454438.0538095239,1.0,CD,Receso,131.5,11.0,25.69273,-100.24576,Clásico,UT_GAS_URBANA,TRAIN,516000.0,0.8806939027316354
847,562.0989874886511,3,478.9734203014726,2,250339.0390909091,1.0,C,Hogar,100.4,13.0,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,0.5108959981447124
193,178.21287835583036,4,2000.0,0,1023740.0810526316,1.0,CD,Hogar,95.54,10.0,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.089265471535983
212,12.16752363643367,4,2000.0,0,1779098.457,1.0,CD,Base,134.24,12.0,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,TRAIN,480000.0,3.70645511875
211,9.950698757957555,5,2000.0,0,1320039.764736842,1.0,C,Hogar,127.62,12.0,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.693958703544576
199,0.351377819943141,10,391.8459744566903,5,717021.3142105263,1.0,CD,Base,113.0,11.0,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.4937944046052631
873,971.7815878163944,1,1142.4184755891692,0,183363.58,1.0,C,Receso,58.12,11.0,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,516000.0,0.3553557751937984
254,3.4945274693846944,2,870.8054911701793,1,961484.5605263156,1.0,C,Hogar,113.0,12.0,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,1.9622133888292157
735,196.7029040872531,7,616.896836444363,2,1300434.1535,1.0,C,Hogar,83.57,12.0,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.6539472520408163
746,201.233299749226,5,2000.0,0,677285.4205,1.0,C,Hogar,104.1,15.0,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.382215143877551
141,367.14414650102873,4,277.8389906747493,1,1381966.9055555556,1.0,BC,Hogar,98.5,11.0,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.8203406235827666
259,366.7421524769453,4,2000.0,0,650082.4785,1.0,C,Base,99.08,10.0,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,480000.0,1.354338496875
753,276.0489217108805,10,1013.6571989448272,0,746710.738,1.0,C,Hogar,103.64,14.0,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5238994653061224
754,160.8206393368209,5,42.974852947364255,4,765839.700952381,1.0,C,Hogar,119.75,15.0,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.562938165208941
145,8.688855802700541,4,2000.0,0,1071716.423,1.0,BC,Hogar,112.5,13.0,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.187176373469388
765,608.5212627921343,2,1003.8016886964056,0,1660033.6185,1.0,C,Hogar,94.42,13.0,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,TRAIN,490000.0,3.38782371122449
766,1305.1370305922885,0,2000.0,0,1011198.4715,1.0,C,Base,118.52,15.0,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,2.106663482291667
395,568.8561917412557,4,2000.0,0,1194376.9245,1.0,C,Hogar,79.55,10.0,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.4375039275510204
253,1.660208297258921,5,2000.0,0,902441.981,1.0,C,Hogar,117.0,12.0,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.8417183285714287
769,321.5329525581703,2,2000.0,0,1025109.0165,1.0,C,Base,108.8,15.0,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,2.135643784375
152,647.8502061051786,3,831.8620617069071,1,1067820.0436842106,1.0,BC,Hogar,102.1,13.0,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1792245789473688
783,709.2229503817156,2,614.7448677139474,1,806711.5357142857,1.0,C,Hogar,114.47,14.0,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.6463500728862972
789,902.797585268331,1,2000.0,0,782828.5945,1.0,C,Hogar,100.7,12.0,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5976093765306123
248,557.1639298169781,3,608.8497653262866,2,878071.308,1.0,CD,Base,100.28,13.0,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,TRAIN,480000.0,1.829315225
156,48.173126428113086,2,839.7693519360973,1,1217091.5715789474,1.0,BC,Hogar,115.0,11.0,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.483860350161117
247,300.398887966118,7,278.21777391211464,2,944772.310952381,1.0,D,Hogar,104.6,13.0,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.928106757045676
474,3.632608029991388,2,2000.0,0,771549.998,1.0,C,Hogar,115.79,13.0,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5745918326530612
453,24.60987880582118,5,952.5595869040752,1,910944.9695,1.0,C,Base,107.02,13.0,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,1.8978020197916667
455,341.35137265725075,10,374.2760102549976,1,476428.4390476191,1.0,C,Hogar,119.51,13.0,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,0.9723029368318756
366,1325.4509398134403,0,516.2650108388963,1,926895.69,1.0,C,Hogar,100.0,10.0,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,1.891623857142857
365,4.140882986362829,4,2000.0,0,1322019.3585,1.0,C,Base,97.54,13.0,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,480000.0,2.7542069968750003
456,5.828155676967064,6,2000.0,0,1046437.4685,1.0,C,Hogar,127.9,13.0,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.135586670408163
457,579.7587079936849,2,1081.089584785439,0,827047.2585,1.0,C,Hogar,81.3,10.0,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.6878515479591836
458,12.986041328145278,3,107.97478742295904,3,829146.2833333333,1.0,C,Hogar,101.46,13.0,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.6921352721088436
361,988.8051852116864,1,2000.0,0,949746.4365,1.0,C,Hogar,93.0,12.0,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.9382580336734692
464,418.09184926466247,2,503.395770249145,1,583497.8731578947,1.0,C,Hogar,138.92,13.0,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.1908119860365198
358,12.357673905737002,4,2000.0,0,778159.1247368421,1.0,C,Base,93.0,10.0,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,1.6211648432017545
447,15.807813353416432,4,1478.6728348270458,0,597768.3080952382,1.0,C,Hogar,83.9,13.0,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.2199353226433431
356,872.5656132230919,1,823.1991629577176,3,1303742.832,1.0,C,Hogar,77.0,10.0,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.660699657142857
355,812.0350780022541,1,950.4206974049022,2,1309783.746111111,1.0,C,Hogar,90.0,10.0,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.673028053287981
484,8.88552496554161,2,2000.0,0,1635941.384,1.0,C,Hogar,115.75,13.0,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.338655885714286
493,5.182248000845245,3,970.0434219992576,1,1498692.9745,1.0,C,Base,119.41,13.0,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,3.122277030208333
352,1.607736632877991,3,2000.0,0,1176433.013,1.0,C,Base,105.0,10.0,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,TRAIN,480000.0,2.4509021104166666
351,10.492034522119807,2,2000.0,0,903051.544,1.0,C,Base,93.0,10.0,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,TRAIN,480000.0,1.8813573833333328
495,13.920637508035256,3,895.3315712403565,1,760914.7320000001,1.0,C,Base,115.7,13.0,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.585239025
503,833.938046907009,1,2000.0,0,1033167.4695,1.0,C,Hogar,81.59,11.0,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.108505039795918
348,7.827536598691341,5,2000.0,0,1452718.2289999998,1.0,C,Hogar,100.0,10.0,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.964731079591836
506,838.4034956352452,1,1155.143112353941,0,950956.214,1.0,C,Hogar,105.66,13.0,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.940726967346939
401,18.16550886763535,4,838.1286420413591,2,1116119.5994444443,1.0,C,Hogar,92.52,12.0,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.277795100907029
389,1.014676165596034,4,2000.0,0,1402194.1095,1.0,BC,Base,98.08,12.0,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,2.921237728125
402,811.6334208386015,4,2000.0,0,918442.9952380952,1.0,C,Hogar,103.27,13.0,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.874373459669582
404,11.732542466645729,4,1056.2319241370587,0,1201371.6555,1.0,C,Base,112.87,13.0,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,TRAIN,480000.0,2.5028576156250004
406,893.0414231672864,1,308.7577737575478,3,987037.771111111,1.0,C,Hogar,76.69,10.0,25.6645,-100.26545,Clásico,UT_DENSIDAD,TRAIN,490000.0,2.014362798185941
407,670.1784759971174,1,2000.0,0,899525.1194444444,1.0,C,Base,118.47,13.0,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,TRAIN,480000.0,1.8740106655092592
409,6.215653493153608,3,51.40922465316739,1,738025.7195,1.0,C,Hogar,95.68,13.0,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.506174937755102
411,7.235034433727782,4,957.8133278634916,1,797972.8945,1.0,C,Hogar,109.85,13.0,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.62851611122449
417,178.75353357140378,3,199.4943998426461,1,876274.9545,1.0,C,Base,95.22,12.0,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.825572821875
423,624.8866456642947,4,778.7619931979831,1,1097440.2055555554,1.0,C,Base,85.18,12.0,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,2.286333761574074
635,662.5766368350273,2,372.51486429976353,3,1076937.693,1.0,C,Base,120.27,14.0,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,2.24362019375
425,464.6136423648276,5,2000.0,0,1684638.194,1.0,C,Hogar,116.15,13.0,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.4380371306122446
427,362.1703801405354,5,1031.651524733222,0,1061735.7910526316,1.0,C,Hogar,122.63,13.0,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.166807736842105
431,125.07079529683207,3,150.23317780568456,1,956036.9911764704,1.0,C,Hogar,119.24,13.0,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.951095900360144
433,306.7422493054295,5,1044.5448680289796,0,813499.292,1.0,C,Base,127.4,13.0,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN,480000.0,1.6947901916666668
438,67.80046984170485,7,742.4738066249939,2,1050635.5805555554,1.0,C,Hogar,117.61,13.0,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.144154246031745
374,1210.535523774388,0,2000.0,0,1821100.8395,1.0,C,Base,107.92,13.0,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,480000.0,3.7939600822916666
439,10.491428972697362,3,416.7328976327681,5,1141661.924,1.0,C,Hogar,115.55,13.0,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.3299222938775515
372,10.177862723790623,2,670.8506210634608,1,1557931.768,1.0,CD,Hogar,80.56,12.0,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,3.179452587755102
441,371.24292300118856,4,2000.0,0,897284.804736842,1.0,CD,Hogar,111.48,13.0,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.83119347905478
446,11.400622902668122,5,2000.0,0,1149582.7447619047,1.0,C,Hogar,126.8,13.0,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.346087234207969
612,262.2043054701419,3,2000.0,0,1371375.252631579,1.0,C,Hogar,101.06,12.0,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.798725005370569
587,4.417398728732422,6,337.75108677860555,2,770947.6900000001,1.0,C,Hogar,91.25,13.0,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5733626326530614
346,2.453627762464689,5,2000.0,0,1510296.4057894738,1.0,C,Hogar,90.0,10.0,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.082237562835661
322,223.70587487340805,2,1054.771392272854,0,805032.3526315789,1.0,C,Base,100.0,10.0,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN,480000.0,1.6771507346491228
321,572.6308090873393,3,771.8879355219764,3,898069.834,1.0,C,Hogar,102.0,10.0,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.8327955795918367
591,234.91128619387985,1,2000.0,0,1503014.1895,1.0,C,Hogar,86.41,13.0,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.067375896938776
302,421.30413861130256,1,2000.0,0,1291761.6105,1.0,CD,Base,130.0,13.0,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,480000.0,2.691170021875
633,31.31320781507794,11,472.6231285849197,3,940317.1414285714,1.0,C,Hogar,103.05,12.0,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.9190145743440232
616,306.1625244263747,6,980.3583238406914,1,712537.5189473684,1.0,C,Hogar,96.93,12.0,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.454158201933405
306,112.379556859282,4,1133.7661992905207,0,823865.433,1.0,C,Base,182.0,13.0,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN,480000.0,1.71638631875
307,2000.0,0,289.13186347833613,1,1244658.7465,1.0,C,Hogar,114.0,13.0,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.5401198908163263
593,11.564058697596389,6,1147.2482012826115,0,876393.047,1.0,C,Hogar,111.14,13.0,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.7885572387755102
509,290.6475679599216,5,2000.0,0,721151.4465,1.0,C,Base,115.72,13.0,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.502398846875
611,747.7987888530508,1,75.54641082093904,1,1211470.4057142858,1.0,C,Base,115.66,13.0,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,TRAIN,480000.0,2.5238966785714285
